incident_id,date,year,month,month_name,hour,time_slot,emirate,incident_type,road_type,vehicle_type,weather_condition,severity_score,fatalities,injuries,response_time_min,fine_aed
INC-00856,2023-08-05,2023,8,August,16,Evening Rush (15-19),Dubai,Signal Violation,Residential,Motorcycle,Heatwave,4,0,6,7.0,0
INC-00857,2022-10-10,2022,10,October,8,Morning Rush (6-9),Abu Dhabi,Vehicle Collision,Highway,SUV,Heatwave,3,0,5,12.7,800
INC-00858,2020-05-10,2020,5,May,17,Evening Rush (15-19),Sharjah,DUI,Urban Street,Sedan,Sandstorm,3,0,1,16.2,3000
INC-00859,2021-05-16,2021,5,May,13,Midday (9-15),Abu Dhabi,Pedestrian Accident,Highway,Sedan,Sandstorm,5,0,1,15.8,0
INC-00860,2021-07-08,2021,7,July,9,Midday (9-15),Dubai,Vehicle Collision,Highway,Van,Clear,5,1,7,7.9,0
INC-00861,2022-04-07,2022,4,April,10,Midday (9-15),Dubai,Distracted Driving,Residential,Sedan,Clear,3,0,4,7.8,3000
INC-00862,2021-05-06,2021,5,May,5,Early Morning (0-6),Dubai,Signal Violation,Urban Street,Sedan,Rain,3,0,6,5.5,800
INC-00863,2022-12-07,2022,12,December,21,Night (19-24),Dubai,Reckless Driving,Residential,SUV,Clear,5,2,8,9.7,0
INC-00864,2022-05-01,2022,5,May,23,Night (19-24),Sharjah,Reckless Driving,Coastal Road,Truck,Clear,4,0,1,10.6,0
INC-00865,2019-08-12,2019,8,August,17,Evening Rush (15-19),Ras Al Khaimah,DUI,Industrial Zone,SUV,Sandstorm,5,0,10,14.4,0
INC-00866,2022-09-23,2022,9,September,12,Midday (9-15),Ras Al Khaimah,Distracted Driving,Coastal Road,SUV,Sandstorm,3,0,5,8.5,2000
INC-00867,2019-04-01,2019,4,April,13,Midday (9-15),Dubai,Speeding,Urban Street,SUV,Heatwave,3,0,5,7.4,3000
INC-00868,2022-08-17,2022,8,August,14,Midday (9-15),Dubai,Signal Violation,Highway,Sedan,Clear,3,0,6,4.6,800
INC-00869,2023-06-19,2023,6,June,14,Midday (9-15),Dubai,Signal Violation,Coastal Road,Sedan,Clear,3,0,0,5.0,400
INC-00870,2020-06-13,2020,6,June,7,Morning Rush (6-9),Abu Dhabi,Signal Violation,Highway,Truck,Clear,2,0,4,10.3,2000
INC-00871,2022-04-03,2022,4,April,17,Evening Rush (15-19),Dubai,DUI,Industrial Zone,Sedan,Sandstorm,5,0,3,9.4,0
INC-00872,2021-07-01,2021,7,July,10,Midday (9-15),Dubai,Wrong Way Driving,Residential,Bus,Clear,2,0,3,8.7,3000
INC-00873,2022-04-20,2022,4,April,13,Midday (9-15),Ras Al Khaimah,Speeding,Highway,Sedan,Clear,4,0,2,8.8,0
INC-00874,2020-12-07,2020,12,December,15,Evening Rush (15-19),Sharjah,Speeding,Urban Street,SUV,Clear,5,0,7,10.6,0
INC-00875,2019-08-03,2019,8,August,7,Morning Rush (6-9),Fujairah,Reckless Driving,Highway,Sedan,Clear,2,0,0,14.2,400
INC-00876,2023-08-30,2023,8,August,19,Night (19-24),Dubai,Pedestrian Accident,Residential,SUV,Fog,5,0,2,8.2,0
INC-00877,2020-12-14,2020,12,December,15,Evening Rush (15-19),Sharjah,DUI,Residential,Sedan,Clear,2,0,3,10.8,600
INC-00878,2021-12-03,2021,12,December,18,Evening Rush (15-19),Abu Dhabi,Pedestrian Accident,Residential,SUV,Clear,3,0,3,4.4,400
INC-00879,2021-06-16,2021,6,June,11,Midday (9-15),Sharjah,Reckless Driving,Coastal Road,Sedan,Clear,4,0,7,18.7,0
INC-00880,2020-10-15,2020,10,October,11,Midday (9-15),Dubai,Tailgating,Urban Street,Truck,Sandstorm,2,0,0,5.3,3000
INC-00881,2019-08-24,2019,8,August,13,Midday (9-15),Dubai,Distracted Driving,Highway,Motorcycle,Clear,1,0,1,4.0,3000
INC-00882,2019-08-12,2019,8,August,11,Midday (9-15),Abu Dhabi,Distracted Driving,Highway,Sedan,Clear,4,0,2,11.1,0
INC-00883,2023-02-25,2023,2,February,14,Midday (9-15),Sharjah,Tailgating,Highway,Truck,Clear,2,0,1,12.8,2000
INC-00884,2019-11-24,2019,11,November,17,Evening Rush (15-19),Dubai,Speeding,Urban Street,Motorcycle,Clear,2,0,3,9.3,1000
INC-00885,2020-04-19,2020,4,April,19,Night (19-24),Dubai,DUI,Industrial Zone,Sedan,Sandstorm,5,1,10,9.7,0
INC-00886,2020-01-13,2020,1,January,0,Early Morning (0-6),Sharjah,Speeding,Highway,SUV,Sandstorm,3,0,5,10.9,1000
INC-00887,2021-03-21,2021,3,March,14,Midday (9-15),Abu Dhabi,Distracted Driving,Highway,Truck,Clear,1,0,2,12.8,600
INC-00888,2021-07-09,2021,7,July,16,Evening Rush (15-19),Sharjah,Distracted Driving,Urban Street,Sedan,Clear,3,0,3,16.1,400
INC-00889,2022-12-14,2022,12,December,0,Early Morning (0-6),Dubai,Pedestrian Accident,Urban Street,Motorcycle,Clear,2,0,2,8.2,3000
INC-00890,2023-07-15,2023,7,July,20,Night (19-24),Sharjah,Pedestrian Accident,Highway,Sedan,Clear,4,0,1,14.3,0
INC-00891,2023-06-26,2023,6,June,7,Morning Rush (6-9),Dubai,Parking Violation,Urban Street,Motorcycle,Sandstorm,5,0,2,8.9,0
INC-00892,2021-01-19,2021,1,January,15,Evening Rush (15-19),Dubai,DUI,Highway,Van,Fog,3,0,3,9.5,400
INC-00893,2020-06-21,2020,6,June,12,Midday (9-15),Ajman,DUI,Highway,Truck,Clear,4,1,7,9.4,0
INC-00894,2021-12-16,2021,12,December,12,Midday (9-15),Ras Al Khaimah,Wrong Way Driving,Urban Street,Motorcycle,Clear,5,1,5,13.7,0
INC-00895,2022-05-07,2022,5,May,23,Night (19-24),Abu Dhabi,Tailgating,Urban Street,Sedan,Sandstorm,3,0,3,6.6,2000
INC-00896,2019-08-22,2019,8,August,0,Early Morning (0-6),Dubai,Wrong Way Driving,Highway,Bus,Clear,3,0,6,9.6,1000
INC-00897,2022-06-18,2022,6,June,4,Early Morning (0-6),Abu Dhabi,Pedestrian Accident,Highway,Van,Clear,2,0,2,18.7,2000
INC-00898,2022-04-23,2022,4,April,15,Evening Rush (15-19),Abu Dhabi,Signal Violation,Highway,Motorcycle,Clear,1,0,0,16.9,800
INC-00899,2019-08-30,2019,8,August,7,Morning Rush (6-9),Sharjah,DUI,Highway,Sedan,Clear,2,0,0,14.4,600
INC-00900,2021-02-03,2021,2,February,12,Midday (9-15),Dubai,Signal Violation,Industrial Zone,Bus,Sandstorm,5,0,8,2.9,0
INC-00901,2021-03-06,2021,3,March,19,Night (19-24),Ajman,Distracted Driving,Highway,SUV,Sandstorm,3,0,1,11.0,2000
INC-00902,2021-02-24,2021,2,February,22,Night (19-24),Dubai,Speeding,Urban Street,Sedan,Clear,3,0,3,2.1,3000
INC-00903,2022-01-05,2022,1,January,8,Morning Rush (6-9),Dubai,Speeding,Residential,SUV,Clear,4,0,2,4.3,0
INC-00904,2022-02-10,2022,2,February,4,Early Morning (0-6),Sharjah,Signal Violation,Industrial Zone,SUV,Clear,2,0,2,8.6,600
INC-00905,2020-01-19,2020,1,January,14,Midday (9-15),Dubai,Tailgating,Residential,SUV,Rain,2,0,3,9.3,2000
INC-00906,2019-04-20,2019,4,April,7,Morning Rush (6-9),Fujairah,Distracted Driving,Highway,Van,Rain,4,0,0,12.1,0
INC-00907,2021-09-19,2021,9,September,19,Night (19-24),Dubai,DUI,Coastal Road,SUV,Clear,2,0,3,5.4,2000
INC-00908,2021-11-01,2021,11,November,9,Midday (9-15),Sharjah,Reckless Driving,Highway,Sedan,Clear,4,0,6,11.3,0
INC-00909,2022-11-03,2022,11,November,7,Morning Rush (6-9),Ras Al Khaimah,Signal Violation,Urban Street,SUV,Clear,3,0,5,11.4,1000
INC-00910,2021-09-27,2021,9,September,16,Evening Rush (15-19),Abu Dhabi,Pedestrian Accident,Highway,SUV,Sandstorm,2,0,4,15.4,400
INC-00911,2023-06-18,2023,6,June,20,Night (19-24),Dubai,Pedestrian Accident,Industrial Zone,Motorcycle,Sandstorm,5,0,4,5.9,0
INC-00912,2019-03-08,2019,3,March,9,Midday (9-15),Sharjah,Wrong Way Driving,Coastal Road,SUV,Clear,2,0,4,10.1,800
INC-00913,2019-12-11,2019,12,December,15,Evening Rush (15-19),Dubai,Wrong Way Driving,Urban Street,Sedan,Clear,4,1,7,13.7,0
INC-00914,2022-01-30,2022,1,January,0,Early Morning (0-6),Dubai,Distracted Driving,Highway,Bus,Clear,4,0,1,7.6,0
INC-00915,2020-07-02,2020,7,July,19,Night (19-24),Dubai,Wrong Way Driving,Coastal Road,Bus,Clear,4,0,5,7.5,0
INC-00916,2022-01-15,2022,1,January,18,Evening Rush (15-19),Ras Al Khaimah,Wrong Way Driving,Highway,Sedan,Clear,4,0,0,4.8,0
INC-00917,2023-04-06,2023,4,April,16,Evening Rush (15-19),Dubai,Speeding,Highway,Motorcycle,Clear,4,0,8,10.4,0
INC-00918,2020-03-23,2020,3,March,4,Early Morning (0-6),Dubai,Signal Violation,Urban Street,Bus,Heatwave,5,1,1,7.3,0
INC-00919,2023-02-16,2023,2,February,11,Midday (9-15),Abu Dhabi,Parking Violation,Industrial Zone,Motorcycle,Rain,4,0,3,18.0,0
INC-00920,2020-09-01,2020,9,September,9,Midday (9-15),Abu Dhabi,Distracted Driving,Highway,SUV,Sandstorm,5,2,0,13.9,0
INC-00921,2021-07-10,2021,7,July,21,Night (19-24),Dubai,Distracted Driving,Urban Street,SUV,Clear,2,0,0,5.6,1000
INC-00922,2023-11-08,2023,11,November,14,Midday (9-15),Abu Dhabi,Speeding,Residential,Sedan,Clear,5,0,3,15.2,0
INC-00923,2020-03-05,2020,3,March,20,Night (19-24),Dubai,DUI,Highway,SUV,Clear,4,0,5,8.9,0
INC-00924,2023-10-30,2023,10,October,9,Midday (9-15),Abu Dhabi,Pedestrian Accident,Urban Street,Van,Clear,4,0,6,14.5,0
INC-00925,2019-12-06,2019,12,December,9,Midday (9-15),Sharjah,Speeding,Industrial Zone,SUV,Clear,3,0,6,17.6,600
INC-00926,2023-07-25,2023,7,July,9,Midday (9-15),Ajman,Wrong Way Driving,Urban Street,Sedan,Clear,2,0,0,15.0,2000
INC-00927,2020-12-19,2020,12,December,13,Midday (9-15),Sharjah,Wrong Way Driving,Industrial Zone,Sedan,Fog,4,0,8,8.8,0
INC-00928,2019-12-11,2019,12,December,2,Early Morning (0-6),Dubai,Speeding,Highway,Sedan,Rain,3,0,5,0.4,800
INC-00929,2020-08-15,2020,8,August,15,Evening Rush (15-19),Ras Al Khaimah,Speeding,Industrial Zone,Sedan,Sandstorm,4,1,8,8.8,0
INC-00930,2022-10-23,2022,10,October,16,Evening Rush (15-19),Abu Dhabi,Parking Violation,Highway,Truck,Clear,4,0,2,16.8,0
INC-00931,2023-03-17,2023,3,March,0,Early Morning (0-6),Dubai,Vehicle Collision,Urban Street,Motorcycle,Clear,5,1,0,7.5,0
INC-00932,2020-07-21,2020,7,July,17,Evening Rush (15-19),Abu Dhabi,Tailgating,Residential,SUV,Clear,4,0,2,11.7,0
INC-00933,2022-12-07,2022,12,December,3,Early Morning (0-6),Abu Dhabi,Signal Violation,Highway,Motorcycle,Heatwave,5,0,3,14.3,0
INC-00934,2019-10-27,2019,10,October,19,Night (19-24),Abu Dhabi,Parking Violation,Industrial Zone,Sedan,Heatwave,4,1,3,8.0,0
INC-00935,2023-04-09,2023,4,April,13,Midday (9-15),Abu Dhabi,Wrong Way Driving,Residential,Truck,Clear,4,1,6,10.8,0
INC-00936,2021-09-29,2021,9,September,19,Night (19-24),Abu Dhabi,Tailgating,Urban Street,SUV,Clear,2,0,2,13.0,3000
INC-00937,2021-04-28,2021,4,April,18,Evening Rush (15-19),Dubai,Speeding,Urban Street,SUV,Clear,3,0,0,14.0,3000
INC-00938,2023-06-16,2023,6,June,10,Midday (9-15),Abu Dhabi,Distracted Driving,Highway,SUV,Clear,5,0,1,9.2,0
INC-00939,2021-04-05,2021,4,April,15,Evening Rush (15-19),Abu Dhabi,Distracted Driving,Industrial Zone,Sedan,Clear,3,0,2,11.5,3000
INC-00940,2023-12-02,2023,12,December,11,Midday (9-15),Dubai,Reckless Driving,Urban Street,Sedan,Clear,2,0,3,8.1,800
INC-00941,2022-04-06,2022,4,April,15,Evening Rush (15-19),Sharjah,Wrong Way Driving,Coastal Road,SUV,Clear,1,0,2,11.1,400
INC-00942,2023-02-05,2023,2,February,9,Midday (9-15),Dubai,Pedestrian Accident,Highway,Van,Clear,5,1,10,12.8,0
INC-00943,2022-09-22,2022,9,September,23,Night (19-24),Dubai,Vehicle Collision,Highway,Sedan,Heatwave,4,0,1,7.4,0
INC-00944,2023-06-18,2023,6,June,21,Night (19-24),Sharjah,Parking Violation,Urban Street,Bus,Clear,3,0,1,14.9,1000
INC-00945,2023-08-17,2023,8,August,4,Early Morning (0-6),Ajman,Vehicle Collision,Coastal Road,Sedan,Sandstorm,3,0,2,15.1,800
INC-00946,2023-08-24,2023,8,August,13,Midday (9-15),Abu Dhabi,Speeding,Urban Street,Sedan,Clear,2,0,4,12.3,2000
INC-00947,2019-09-25,2019,9,September,20,Night (19-24),Sharjah,Vehicle Collision,Residential,Sedan,Clear,3,0,3,14.0,800
INC-00948,2022-10-29,2022,10,October,15,Evening Rush (15-19),Abu Dhabi,DUI,Industrial Zone,SUV,Clear,4,0,0,15.5,0
INC-00949,2019-07-23,2019,7,July,9,Midday (9-15),Dubai,Parking Violation,Industrial Zone,Sedan,Sandstorm,4,0,7,8.2,0
INC-00950,2019-02-03,2019,2,February,9,Midday (9-15),Abu Dhabi,Reckless Driving,Highway,Motorcycle,Sandstorm,2,0,1,16.0,1000
INC-00951,2021-07-23,2021,7,July,12,Midday (9-15),Abu Dhabi,Parking Violation,Industrial Zone,SUV,Sandstorm,2,0,3,9.4,600
INC-00952,2022-11-11,2022,11,November,20,Night (19-24),Abu Dhabi,Tailgating,Highway,Van,Clear,5,1,10,9.6,0
INC-00953,2020-09-10,2020,9,September,12,Midday (9-15),Sharjah,Speeding,Coastal Road,Sedan,Clear,2,0,2,11.5,400
INC-00954,2022-09-02,2022,9,September,13,Midday (9-15),Abu Dhabi,Wrong Way Driving,Urban Street,SUV,Clear,2,0,0,6.0,800
INC-00955,2022-09-22,2022,9,September,13,Midday (9-15),Abu Dhabi,Vehicle Collision,Industrial Zone,Sedan,Clear,5,0,2,11.4,0
INC-00956,2019-04-17,2019,4,April,17,Evening Rush (15-19),Dubai,Vehicle Collision,Urban Street,Sedan,Sandstorm,3,0,2,3.4,3000
INC-00957,2022-12-03,2022,12,December,7,Morning Rush (6-9),Fujairah,Signal Violation,Residential,SUV,Clear,4,0,6,10.4,0
INC-00958,2022-09-04,2022,9,September,7,Morning Rush (6-9),Abu Dhabi,Parking Violation,Residential,Bus,Sandstorm,2,0,0,9.7,400
INC-00959,2020-03-13,2020,3,March,21,Night (19-24),Ras Al Khaimah,Distracted Driving,Industrial Zone,Van,Clear,3,0,1,11.7,2000
INC-00960,2020-04-08,2020,4,April,12,Midday (9-15),Dubai,Wrong Way Driving,Industrial Zone,SUV,Clear,3,0,3,9.8,400
INC-00961,2019-01-17,2019,1,January,16,Evening Rush (15-19),Dubai,Reckless Driving,Industrial Zone,Bus,Clear,4,0,1,8.3,0
INC-00962,2023-10-28,2023,10,October,3,Early Morning (0-6),Dubai,Distracted Driving,Highway,Sedan,Sandstorm,4,1,2,4.9,0
INC-00963,2021-09-05,2021,9,September,19,Night (19-24),Abu Dhabi,Distracted Driving,Urban Street,Sedan,Heatwave,1,0,1,15.0,400
INC-00964,2023-02-05,2023,2,February,10,Midday (9-15),Abu Dhabi,Reckless Driving,Urban Street,SUV,Fog,5,0,1,10.4,0
INC-00965,2020-10-03,2020,10,October,6,Morning Rush (6-9),Ras Al Khaimah,Vehicle Collision,Highway,Sedan,Clear,2,0,2,9.6,600
INC-00966,2021-02-22,2021,2,February,23,Night (19-24),Sharjah,Speeding,Urban Street,Motorcycle,Fog,5,0,2,17.7,0
INC-00967,2022-08-06,2022,8,August,21,Night (19-24),Ajman,Parking Violation,Coastal Road,SUV,Heatwave,5,0,2,12.5,0
INC-00968,2019-05-21,2019,5,May,20,Night (19-24),Abu Dhabi,Reckless Driving,Urban Street,Sedan,Sandstorm,4,0,0,10.3,0
INC-00969,2022-06-03,2022,6,June,9,Midday (9-15),Abu Dhabi,Signal Violation,Highway,Truck,Heatwave,4,0,7,4.5,0
INC-00970,2020-12-20,2020,12,December,12,Midday (9-15),Dubai,Signal Violation,Highway,Van,Fog,5,0,10,6.5,0
INC-00971,2023-03-13,2023,3,March,16,Evening Rush (15-19),Dubai,DUI,Industrial Zone,Sedan,Clear,2,0,3,3.5,2000
INC-00972,2022-11-07,2022,11,November,18,Evening Rush (15-19),Dubai,Wrong Way Driving,Highway,Sedan,Sandstorm,4,0,3,13.0,0
INC-00973,2019-06-27,2019,6,June,23,Night (19-24),Dubai,Signal Violation,Residential,SUV,Fog,5,2,2,7.6,0
INC-00974,2023-03-22,2023,3,March,13,Midday (9-15),Sharjah,Tailgating,Urban Street,SUV,Sandstorm,2,0,3,13.8,800
INC-00975,2021-05-29,2021,5,May,21,Night (19-24),Sharjah,Speeding,Highway,Sedan,Clear,2,0,1,9.1,600
INC-00976,2020-07-21,2020,7,July,17,Evening Rush (15-19),Sharjah,Signal Violation,Urban Street,Sedan,Clear,4,0,3,13.6,0
INC-00977,2022-02-07,2022,2,February,7,Morning Rush (6-9),Sharjah,Reckless Driving,Urban Street,Sedan,Rain,3,0,5,6.9,2000
INC-00978,2020-08-06,2020,8,August,7,Morning Rush (6-9),Dubai,Vehicle Collision,Highway,SUV,Clear,4,0,0,6.0,0
INC-00979,2023-10-03,2023,10,October,23,Night (19-24),Dubai,Speeding,Industrial Zone,Sedan,Clear,4,0,4,11.9,0
INC-00980,2020-02-25,2020,2,February,7,Morning Rush (6-9),Dubai,Parking Violation,Highway,Sedan,Sandstorm,4,0,8,5.3,0
INC-00981,2020-01-22,2020,1,January,16,Evening Rush (15-19),Ras Al Khaimah,Vehicle Collision,Urban Street,SUV,Clear,4,0,4,13.2,0
INC-00982,2022-08-16,2022,8,August,10,Midday (9-15),Abu Dhabi,Vehicle Collision,Urban Street,SUV,Clear,1,0,0,19.9,1000
INC-00983,2021-03-01,2021,3,March,19,Night (19-24),Dubai,Reckless Driving,Industrial Zone,Sedan,Sandstorm,2,0,3,7.4,3000
INC-00984,2022-05-01,2022,5,May,12,Midday (9-15),Abu Dhabi,Parking Violation,Highway,SUV,Clear,1,0,0,11.5,800
INC-00985,2020-10-10,2020,10,October,17,Evening Rush (15-19),Abu Dhabi,Distracted Driving,Residential,Sedan,Clear,2,0,4,7.9,1000
INC-00986,2021-01-18,2021,1,January,1,Early Morning (0-6),Dubai,Wrong Way Driving,Highway,Sedan,Rain,4,0,2,7.5,0
INC-00987,2023-04-12,2023,4,April,5,Early Morning (0-6),Sharjah,Speeding,Highway,Truck,Clear,3,0,6,7.1,400
INC-00988,2019-02-04,2019,2,February,6,Morning Rush (6-9),Sharjah,Tailgating,Residential,SUV,Sandstorm,4,0,0,13.1,0
INC-00989,2020-06-20,2020,6,June,9,Midday (9-15),Dubai,Signal Violation,Highway,Sedan,Heatwave,2,0,0,1.2,1000
INC-00990,2021-11-03,2021,11,November,10,Midday (9-15),Ras Al Khaimah,Pedestrian Accident,Industrial Zone,Truck,Clear,2,0,4,10.9,1000
INC-00991,2021-05-17,2021,5,May,10,Midday (9-15),Abu Dhabi,Wrong Way Driving,Urban Street,Truck,Rain,4,0,1,11.3,0
INC-00992,2022-08-04,2022,8,August,4,Early Morning (0-6),Dubai,Speeding,Industrial Zone,Motorcycle,Sandstorm,4,0,2,8.1,0
INC-00993,2020-07-22,2020,7,July,20,Night (19-24),Fujairah,Pedestrian Accident,Residential,Sedan,Heatwave,1,0,0,9.4,2000
INC-00994,2020-02-21,2020,2,February,13,Midday (9-15),Abu Dhabi,Signal Violation,Urban Street,Van,Rain,5,3,2,9.9,0
INC-00995,2022-01-03,2022,1,January,18,Evening Rush (15-19),Dubai,Speeding,Urban Street,Sedan,Clear,2,0,4,10.0,3000
INC-00996,2023-04-13,2023,4,April,23,Night (19-24),Ajman,Vehicle Collision,Urban Street,Sedan,Clear,4,0,1,12.5,0
INC-00997,2020-09-27,2020,9,September,17,Evening Rush (15-19),Abu Dhabi,Distracted Driving,Urban Street,SUV,Fog,5,0,3,9.5,0
INC-00998,2019-04-29,2019,4,April,15,Evening Rush (15-19),Abu Dhabi,Reckless Driving,Highway,Sedan,Sandstorm,3,0,3,16.0,400
INC-00999,2021-07-17,2021,7,July,8,Morning Rush (6-9),Dubai,Parking Violation,Residential,SUV,Clear,3,0,0,3.0,800
INC-01000,2022-09-26,2022,9,September,4,Early Morning (0-6),Dubai,Distracted Driving,Coastal Road,SUV,Clear,4,1,2,3.5,0
INC-01001,2019-09-02,2019,9,September,21,Night (19-24),Dubai,Vehicle Collision,Coastal Road,SUV,Sandstorm,2,0,1,6.7,3000
INC-01002,2019-01-24,2019,1,January,12,Midday (9-15),Sharjah,Signal Violation,Urban Street,Motorcycle,Clear,2,0,2,18.2,2000
INC-01003,2021-11-25,2021,11,November,16,Evening Rush (15-19),Sharjah,Vehicle Collision,Urban Street,Sedan,Clear,4,0,4,10.4,0
INC-01004,2019-12-08,2019,12,December,5,Early Morning (0-6),Sharjah,DUI,Highway,Truck,Heatwave,2,0,2,14.3,3000
INC-01005,2023-12-21,2023,12,December,7,Morning Rush (6-9),Dubai,Signal Violation,Residential,SUV,Sandstorm,2,0,0,10.8,800
INC-01006,2023-07-11,2023,7,July,13,Midday (9-15),Sharjah,Reckless Driving,Industrial Zone,SUV,Clear,3,0,4,15.5,400
INC-01007,2020-06-22,2020,6,June,21,Night (19-24),Abu Dhabi,Speeding,Highway,Van,Clear,4,1,1,9.0,0
INC-01008,2021-10-13,2021,10,October,20,Night (19-24),Abu Dhabi,Wrong Way Driving,Industrial Zone,Truck,Clear,3,0,2,13.6,400
INC-01009,2021-10-20,2021,10,October,18,Evening Rush (15-19),Ras Al Khaimah,Wrong Way Driving,Industrial Zone,SUV,Sandstorm,5,0,2,12.3,0
INC-01010,2021-01-23,2021,1,January,21,Night (19-24),Dubai,DUI,Residential,Sedan,Heatwave,2,0,0,6.9,2000
INC-01011,2022-10-12,2022,10,October,10,Midday (9-15),Sharjah,Wrong Way Driving,Urban Street,Bus,Sandstorm,5,0,3,11.8,0
INC-01012,2023-02-26,2023,2,February,10,Midday (9-15),Abu Dhabi,Tailgating,Highway,Sedan,Heatwave,3,0,0,17.0,400
INC-01013,2020-05-15,2020,5,May,4,Early Morning (0-6),Abu Dhabi,Wrong Way Driving,Coastal Road,Sedan,Clear,1,0,1,8.4,1000
INC-01014,2019-11-04,2019,11,November,16,Evening Rush (15-19),Sharjah,Speeding,Highway,SUV,Clear,2,0,0,10.2,2000
INC-01015,2023-07-03,2023,7,July,7,Morning Rush (6-9),Dubai,Speeding,Residential,Truck,Clear,5,1,10,7.2,0
INC-01016,2021-05-08,2021,5,May,2,Early Morning (0-6),Sharjah,Parking Violation,Highway,Sedan,Sandstorm,3,0,1,18.2,1000
INC-01017,2023-01-15,2023,1,January,2,Early Morning (0-6),Sharjah,Parking Violation,Highway,Truck,Fog,4,0,1,15.0,0
INC-01018,2022-03-16,2022,3,March,13,Midday (9-15),Abu Dhabi,Speeding,Coastal Road,Sedan,Sandstorm,3,0,4,12.5,3000
INC-01019,2019-04-18,2019,4,April,21,Night (19-24),Dubai,Tailgating,Urban Street,Truck,Sandstorm,3,0,6,2.7,2000
INC-01020,2019-04-05,2019,4,April,15,Evening Rush (15-19),Dubai,Wrong Way Driving,Highway,Motorcycle,Sandstorm,5,0,1,8.0,0
INC-01021,2023-12-02,2023,12,December,6,Morning Rush (6-9),Abu Dhabi,Distracted Driving,Industrial Zone,Sedan,Clear,3,0,2,10.3,800
INC-01022,2020-11-01,2020,11,November,14,Midday (9-15),Dubai,Vehicle Collision,Highway,SUV,Sandstorm,2,0,3,8.9,400
INC-01023,2021-01-25,2021,1,January,14,Midday (9-15),Sharjah,Parking Violation,Highway,SUV,Fog,3,0,4,13.8,800
INC-01024,2023-02-23,2023,2,February,6,Morning Rush (6-9),Dubai,Tailgating,Urban Street,Bus,Fog,4,0,7,3.1,0
INC-01025,2021-01-24,2021,1,January,17,Evening Rush (15-19),Dubai,DUI,Highway,SUV,Rain,3,0,3,7.0,600
INC-01026,2023-02-09,2023,2,February,7,Morning Rush (6-9),Ajman,Reckless Driving,Highway,SUV,Heatwave,5,0,3,17.5,0
INC-01027,2019-11-05,2019,11,November,7,Morning Rush (6-9),Ras Al Khaimah,DUI,Urban Street,Sedan,Sandstorm,2,0,3,9.3,400
INC-01028,2020-04-22,2020,4,April,15,Evening Rush (15-19),Abu Dhabi,Reckless Driving,Coastal Road,Sedan,Clear,3,0,5,15.2,3000
INC-01029,2023-12-02,2023,12,December,18,Evening Rush (15-19),Abu Dhabi,Pedestrian Accident,Highway,Truck,Rain,1,0,1,13.7,400
INC-01030,2023-04-04,2023,4,April,7,Morning Rush (6-9),Ras Al Khaimah,Vehicle Collision,Coastal Road,Motorcycle,Sandstorm,4,0,4,11.0,0
INC-01031,2019-08-01,2019,8,August,14,Midday (9-15),Umm Al Quwain,Tailgating,Highway,Truck,Fog,3,0,1,17.6,1000
INC-01032,2021-10-04,2021,10,October,10,Midday (9-15),Dubai,Tailgating,Urban Street,Truck,Clear,5,0,2,8.1,0
INC-01033,2022-12-28,2022,12,December,21,Night (19-24),Abu Dhabi,Signal Violation,Industrial Zone,Sedan,Fog,3,0,0,12.0,600
INC-01034,2023-09-28,2023,9,September,21,Night (19-24),Dubai,Speeding,Urban Street,Sedan,Clear,3,0,5,10.0,800
INC-01035,2021-07-27,2021,7,July,15,Evening Rush (15-19),Fujairah,Pedestrian Accident,Industrial Zone,Truck,Heatwave,5,0,1,10.2,0
INC-01036,2022-04-04,2022,4,April,12,Midday (9-15),Ajman,Parking Violation,Highway,Truck,Sandstorm,2,0,1,9.6,3000
INC-01037,2023-08-07,2023,8,August,8,Morning Rush (6-9),Ajman,Wrong Way Driving,Urban Street,SUV,Clear,3,0,4,3.5,2000
INC-01038,2019-05-08,2019,5,May,15,Evening Rush (15-19),Abu Dhabi,Reckless Driving,Urban Street,SUV,Sandstorm,4,0,2,8.1,0
INC-01039,2020-04-29,2020,4,April,12,Midday (9-15),Sharjah,Tailgating,Highway,SUV,Heatwave,2,0,2,7.6,1000
INC-01040,2022-12-06,2022,12,December,18,Evening Rush (15-19),Dubai,Speeding,Highway,Bus,Clear,4,0,5,3.0,0
INC-01041,2020-10-13,2020,10,October,13,Midday (9-15),Ajman,Tailgating,Urban Street,Sedan,Clear,3,0,1,15.9,400
INC-01042,2020-02-20,2020,2,February,19,Night (19-24),Abu Dhabi,Vehicle Collision,Coastal Road,Sedan,Clear,2,0,4,11.6,400
INC-01043,2019-11-15,2019,11,November,8,Morning Rush (6-9),Sharjah,Tailgating,Urban Street,SUV,Heatwave,1,0,1,7.7,1000
INC-01044,2020-10-05,2020,10,October,7,Morning Rush (6-9),Dubai,Distracted Driving,Highway,SUV,Clear,3,0,4,6.6,800
INC-01045,2023-04-27,2023,4,April,22,Night (19-24),Dubai,Reckless Driving,Coastal Road,Sedan,Clear,2,0,2,12.1,1000
INC-01046,2020-06-26,2020,6,June,10,Midday (9-15),Sharjah,Reckless Driving,Urban Street,Sedan,Sandstorm,5,2,1,13.5,0
INC-01047,2019-11-19,2019,11,November,11,Midday (9-15),Abu Dhabi,DUI,Industrial Zone,Sedan,Sandstorm,5,0,4,10.5,0
